,sentence,download_link
547,"In essence, this would simply be holding Campus to the bargain struck in the TSAs.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
548,"Views of the Commission Given that the Commission made an interim order regarding tolls, pursuant to section 232 of the CER Act, the Commission may make an order directing the pipeline company to refund or recover tolls in the manner the Commission deems to be appropriate.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
549,"Typically if the final tolls found to be just and reasonable are higher than the toll set in the interim toll order there would be a recovery, and if final tolls are lower there would be a refund.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
550,"The Commission has not approved Campus’ or the Complainants’ proposed tolls, but has instead approved a range of IT rates which may be set at $0.32/GJ or less based on market conditions.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
551,This discretion was approved along with an alternative to contract for FT service on reasonable terms with just and reasonable tolls.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
552,"When Campus proposed an IT toll of $0.32/GJ and tolls were made interim, the Complainants stopped moving IT volumes through contracts with Campus to the extent possible, even despite some recent capital investments to connect to the Suffield System.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
553,The Complainants were also unwilling to contract for FT service at the toll level and terms proposed by Campus.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
554,"The Commission expects that if Campus had been granted pricing discretion with a range of $0.32/GJ or less during this time period, Campus would have adjusted its IT tolls to meet the market and attract additional throughput to its pipeline.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
555,"It is possible that Campus would have kept its IT tolls at the maximum of $0.32/GJ even as throughput continued to decline and IT traffic dwindled, but this would have been inconsistent with Campus’ submissions that it is competing with the NGTL pipeline system.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
556,"The Complainants may have elected to contract for FT service if the tolls were in the range approved by the Commission in this decision, along with reasonable terms and conditions.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
557,"However, this alternative was not available to the Complainants during the interim toll period.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
558,"The Commission is not aware of a discretionary toll being approved retroactively, and the parties in the proceeding did not provide sufficient evidence for the Commission to determine the discretionary toll levels over the interim period.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
559,The interim toll for IT service was $0.1815/GJ.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
560,"Without knowing the market-responsive IT tolls that would have been set in the interim period, the Commission finds it impossible to calculate refunds or recoveries.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
561,"The Commission notes that over the interim toll period, the simple average of the illustrative IT tolls provided by Campus is $0.168 cents.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
562,The interim toll of $0.1815/GJ is slightly higher than the simple average of the illustrative tolls filed by Campus and is in the approved range of IT tolls of $0.32/GJ or less.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
563,"Factoring in all this information and in considering that Campus had the overall onus to support its position on this issue, the Commission makes the interim IT tolls final for the period of 1 July 2019 to 30 April 2021.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
564,The end result is that Campus did not meet its onus with respect to its request for an interim toll refund.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
565,"For clarity, the Commission is ordering Campus not to refund or recover any part of the IT tolls charged under the interim order.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
566,The Commission declines the Complainants’ request to base this lack of recovery on conduct by Campus.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
567,The Commission also declines to assess carrying charges against Campus.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
568,The Commission has already provided the direction above to Campus on the concerns raised by the Complainants.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
569,The Complainants did not cite authority for their proposal to base a lack of recovery or carrying charges on conduct by Campus.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
570,Letter Decision Page 25 of 32 5.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
571,Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
572,5.1 Billing date Views of Campus Campus proposed to change the billing date in Article 7.2(a) of its general terms and conditions.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
573,"Instead of billing on or before the 20th of each month, Campus proposes to bill “on or before the Day succeeding the Alberta Energy Regulator Volumetric Data and Waste Management Reporting Deadline of each Month” (the “AER reporting date”).",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
574,Campus submitted that the AER reporting date is an industry standard date well known to current and prospective Suffield System shippers.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
575,"Tethering the billing date to the AER reporting date ensures that Campus’ billing cycle will be in line with other important industry dates, and will automatically adjust if the AER reporting date is changed in the future.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
576,Views of the Complainants,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
577,The Complainants did not object to this change.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
578,Views of the Commission,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
579,The Commission approves the proposed change in Campus’ billing cycle to align with industry standards.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
580,5.2 Abandonment funding Views of Campus,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
581,"In its 5 June 2019 revised toll filing with the NEB, Campus proposed to collect a $0.02 abandonment fee in addition to its revised tolls.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
582,"On 20 September 2019, Campus filed further revised firm service tolls that no longer included any abandonment fee.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
583,Campus also no longer intended to collect the proposed abandonment fee on IT service.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
584,"Campus submitted that it is self-funding the abandonment liabilities for the Suffield System, which obligation is secured by a surety bond posted with the CER.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
585,Views of the Complainants Rockpoint originally objected to the $0.02 abandonment fee proposed by Campus in its 5 June 2019 toll filing on the basis that the surety bond in place already covered abandonment costs.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
586,"Further, Rockpoint said Campus had not obtained approval from the NEB to charge an abandonment fee, or otherwise provided information to shippers to explain the abandonment fee.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
587,Campus also proposed to increase the abandonment fee each year to account for inflation.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
588,"Rockpoint had concerns with this since abandonment obligations are calculated on a net present value-basis and, per MH-001-201335, all abandonment surcharges collected from shippers must be put into a trust that is expected to earn a certain return which would be realized by the trust.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
589,"As noted in the Application, Campus is no longer proposing to collect an abandonment fee as part of its ""market-based tolls"".                                                 ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
590,"35 NEB Reasons for Decision – Set-aside and collection mechanisms, MH-001-2013,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
591,May 2014,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
592,A60676.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
593,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2478727,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
594,Letter Decision Page 26 of 32 Views of the Commission Campus is using a surety bond to fund its abandonment funding obligation.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
595,The annual cost of this surety bond has been included in all cost of service toll calculations so abandonment funding costs do not need to be dealt with further in this proceeding.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
596,All pipeline companies must comply with MH-001-2013 and all past direction from the NEB and present and future direction from the Commission.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
597,"As a company using a set aside mechanism other than a trust, Campus must file Appendix XVI of MH-001-2013 with the CER by 31 January each year and must provide an update on the status of the Pipeline.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
598,"This includes any changes in cost estimates, or other components that could prompt material changes in plans to fund abandonment.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
599,The Commission directs Campus to provide an estimate of the timing of the abandonment of its facility as well as any supporting information with regards to these estimates at the time of the next Set Aside and Collection Mechanism Review.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099878
